watched,title,url
True,蛮荒的童话 / 蠻荒的童話/ 战地情缘 / In the Lap of God,https://movie.douban.com/subject/1298895/
True,古惑仔3之只手遮天 / 古惑仔3之隻手遮天/ Young and Dangerous 3,https://movie.douban.com/subject/1301283/
True,天使的烦恼 / The Trouble with Angels/ 天使的烦恼,https://movie.douban.com/subject/3004039/
True,不能说的秘密 / 不能說的·祕密/ Secret,https://movie.douban.com/subject/2124724/
True,处女之死 / The Virgin Suicides/ 锁不住的青春(港) / 死亡日记(台),https://movie.douban.com/subject/1297894/
True,股疯/ Shanghai Fever,https://movie.douban.com/subject/1299441/
True,我和春天有个约会/ I Have A Date With Spring / 我和春天有个约会电影版,https://movie.douban.com/subject/1304244/
True,下一站…天后/ 下一站天后 / Gwong yat cham... Tin Hau,https://movie.douban.com/subject/1299649/
True,每当变幻时/ 每當變幻時 / Hooked On You,https://movie.douban.com/subject/2070367/
True,神经侠侣 / 神經俠侶/ Crazy n' the City,https://movie.douban.com/subject/1309297/
True,梦之歌 / 너와 나/ The Dream Songs,https://movie.douban.com/subject/36088979/
True,蓝色大门 / 藍色大門/ 蓝色夏恋 / Blue Gate Crossing,https://movie.douban.com/subject/1308575/
True,釜山行 / 부산행/ 尸杀列车(港) / 尸速列车(台),https://movie.douban.com/subject/25986180/
True,日日是好日/ 每天都是好日子 / 天天是个好日子,https://movie.douban.com/subject/27185563/
True,窃听风云3/ Overheard 3,https://movie.douban.com/subject/10726941/
True,千机变 / 千機變/ The Twins Effect / Vampire Effect,https://movie.douban.com/subject/1307740/
True,大富之家/ It's a Wonderful Life / Daai foo ji ga,https://movie.douban.com/subject/1296897/
True,夏日么么茶 / 夏日的麼麼茶/ 夏日的么么茶 / Summer Holiday,https://movie.douban.com/subject/1297291/
True,顺流逆流 / 順流逆流/ Time and Tide,https://movie.douban.com/subject/1308035/
True,流氓医生 / 流氓醫生/ Mack the Knife / Doctor Mack,https://movie.douban.com/subject/1358421/
True,童年往事/ The Time to Live and the Time to Die / A Time to Live and a Time to Die,https://movie.douban.com/subject/1300572/
True,千禧曼波/ 千禧曼波之蔷薇的名字 / Millennium Mambo,https://movie.douban.com/subject/1873535/
True,征婚启事 / 徵婚啟事/ The Personals,https://movie.douban.com/subject/1307514/
True,渔港的肉子酱 / 漁港の肉子ちゃん/ 渔港的肉子 / Fortune Favors Lady Nikuko,https://movie.douban.com/subject/35307624/
True,恋恋风尘 / 戀戀風塵/ Dust in the Wind,https://movie.douban.com/subject/1292330/
True,都市情缘/ Love & The City / 叛逆小子,https://movie.douban.com/subject/1303638/
True,我们的一天 / 우리의 하루/ In Our Day / 好好过日辰(港),https://movie.douban.com/subject/36367120/
True,未来的回忆 / 未来の想い出/ 未来的记忆 / Last Christmas,https://movie.douban.com/subject/1449896/
True,八月照相馆 / 8월의 크리스마스/ 八月圣诞节 / Christmas in August,https://movie.douban.com/subject/1306471/
True,虎度门 / 虎度門/ Hu-Du-Men / Stage Door,https://movie.douban.com/subject/1316525/
True,天生一对 / The Parent Trap/ 亲亲两颗心(港) / 双喜临门,https://movie.douban.com/subject/1297102/
True,给桃子的信 / ももへの手紙/ 给小桃的信(台) / 小桃の奇幻手纸(港),https://movie.douban.com/subject/6010171/
True,手卷烟 / 手捲煙/ Winston / Hand Rolled Cigarette,https://movie.douban.com/subject/30159568/
True,托斯卡纳艳阳下 / Under the Tuscan Sun/ 托斯卡尼艳阳下(台) / 好想有嫁期(港),https://movie.douban.com/subject/1307052/
True,赌侠2：上海滩赌圣 / 賭俠II上海灘賭聖/ 赌侠2之上海滩赌圣 / God of Gamblers Part III: Back to Shanghai,https://movie.douban.com/subject/1302977/
True,赌侠 / 賭俠/ God of Gamblers II,https://movie.douban.com/subject/1300566/
True,致允熙 / 윤희에게/ 满月 / Moonlit Winter,https://movie.douban.com/subject/30488003/
True,最爱女人购物狂 / 最愛女人購物狂/ 天生购物狂 / The Shopaholics,https://movie.douban.com/subject/1464338/
True,下一个素熙 / 다음 소희/ 阴影下的她(台) / Next Sohee,https://movie.douban.com/subject/35739931/
True,刀/ 断刀客 / The Blade,https://movie.douban.com/subject/1401962/
True,一个字头的诞生 / 一個字頭的誕生/ Too Many Ways to Be No. 1,https://movie.douban.com/subject/1307372/
True,首尔之春 / 서울의 봄/ 12.12：首尔之春(台) / 12.12: The Day,https://movie.douban.com/subject/35712804/
True,琳达想吃鸡肉！ / Linda veut du poulet !/ Chicken for Linda!,https://movie.douban.com/subject/35432330/
True,毒战 / 毒戰/ 破冰 / Drug War,https://movie.douban.com/subject/10344754/
True,悲情城市/ A City of Sadness / A Cidade da Dor,https://movie.douban.com/subject/1294194/
True,寒战2 / 寒戰II/ 寒战II / Cold War Ⅱ,https://movie.douban.com/subject/20505982/
True,寒战 / 寒戰/ Cold War / Cold War 香港警察 两种正义(日),https://movie.douban.com/subject/6890730/
True,目露凶光/ The Victim / Victim,https://movie.douban.com/subject/1305843/
True,太极张三丰 / 太極張三豐/ The Tai-chi Master / Twin Warriors,https://movie.douban.com/subject/1294561/
True,监狱风云 / 監獄風雲/ Prison on Fire,https://movie.douban.com/subject/1293422/
True,南山的部长们 / 남산의 부장들/ The Man Standing Next,https://movie.douban.com/subject/30241298/
True,黑狱断肠歌之砌生猪肉 / 黑獄斷腸歌之砌生豬肉/ Chinese Midnight Express,https://movie.douban.com/subject/1394466/
True,香港制造 / 香港製造/ Made in Hong Kong,https://movie.douban.com/subject/1292396/
True,十面埋伏/ House of Flying Daggers / Lovers,https://movie.douban.com/subject/1308722/
True,龙在边缘 / 龍在邊緣/ Century of the Dragon,https://movie.douban.com/subject/1303983/
True,跛豪/ To Be Number One,https://movie.douban.com/subject/1296272/
True,杀破狼2 / 殺破狼2/ 杀破狼2之杀无赦 / SPL 2: A Time For Consequences,https://movie.douban.com/subject/23788440/
True,杀破狼 / 殺破狼/ SPL / Kill Zone,https://movie.douban.com/subject/1428602/
True,天下无双/ Chinese Odyssey 2002,https://movie.douban.com/subject/1307323/
True,百年好合/ Love for All Seasons,https://movie.douban.com/subject/1304282/
True,冲锋车 / 衝鋒車/ Two Thumbs Up,https://movie.douban.com/subject/25811357/
True,九龙城寨之围城 / 九龍城寨·圍城/ 九龙城寨 / Twilight of the Warriors: Walled In,https://movie.douban.com/subject/24284175/
True,小鹿斑比 / Bambi/ Walt Disney's Bambi,https://movie.douban.com/subject/1295148/
True,大醉侠 / 大醉俠/ Come Drink with Me / 醉侠,https://movie.douban.com/subject/1301946/
True,真实的谎言 / True Lies/ 真实谎言(港) / 魔鬼大帝：真实的谎言(台),https://movie.douban.com/subject/1292553/
True,极度深寒 / Deep Rising/ 怪从深海来 / 深海拦截：大海怪,https://movie.douban.com/subject/1293515/
True,虎胆龙威 / Die Hard/ 终极警探(台),https://movie.douban.com/subject/1292697/
True,小姐与流浪汉 / Lady and the Tramp/ 小姐与流氓,https://movie.douban.com/subject/1300075/
True,童一个世界 / Un monde/ 下课后的秘密(台) / 儿童欺戏乐园(港),https://movie.douban.com/subject/35452679/
True,年会不能停！/ Johnny Keep Walking!,https://movie.douban.com/subject/35725869/
True,冰雪奇缘2 / Frozen II/ 魔雪奇缘2(港) / Frozen 2,https://movie.douban.com/subject/25887288/
True,冰雪奇缘 / Frozen/ 魔雪奇缘(港) / 冰雪大冒险,https://movie.douban.com/subject/4202982/
True,海洋之歌 / Song of the Sea/ 海洋幻想曲(台) / Le Chant de la Mer,https://movie.douban.com/subject/11584019/
True,大力女子都奉顺 / 힘쎈여자 도봉순/ Him-ssen Yeo-ja Do Bong-soon / Strong Woman Do Bong-soon,https://movie.douban.com/subject/26815054/
True,请回答1988 / 응답하라 1988/ 回应吧1988 / Reply 1988,https://movie.douban.com/subject/26302614/
True,D.P：逃兵追缉令 第二季 / 디.피. 시즌2/ D.P 개의 날 / D.P. 2,https://movie.douban.com/subject/35634067/
True,命案/ 重案 / Fatal Fate,https://movie.douban.com/subject/35524438/
True,假面女郎 / 마스크걸/ Mask Girl / 面具女孩,https://movie.douban.com/subject/35681326/
True,体能之巅：百人大挑战 / 피지컬: 100/ Physical: 100 / 体能：100,https://movie.douban.com/subject/36105109/
True,盟约 / The Covenant/ 译战同盟(港) / 绝地营救(台),https://movie.douban.com/subject/35722688/
True,疯狂星期一 / MONDAYS／このタイムループ、上司に気づかせないと終わらない/ 明天星期一(台) / MONDAYS / 如果不让上司注意到这个时间循环就无法结束,https://movie.douban.com/subject/36008597/
True,海妖的呼唤：火之岛生存战 / 사이렌: 불의 섬/ Siren: Survive the Island,https://movie.douban.com/subject/36424353/
True,惊变28天 / 28 Days Later.../ 28天毁灭倒数(台) / 28日后(港),https://movie.douban.com/subject/1306421/
True,悲情三角 / Triangle of Sadness/ 无限悲情 / 疯狂富作用(台),https://movie.douban.com/subject/27066152/
True,非常嫌疑犯 / The Usual Suspects/ 刺激惊爆点(台) / 普通嫌疑犯,https://movie.douban.com/subject/1292214/
True,金玉满堂 / 金玉滿堂/ 满汉全席 / The Chinese Feast,https://movie.douban.com/subject/1295374/
True,养家之人 / The Breadwinner/ 持家小木兰(港) / 战火下的小花(台),https://movie.douban.com/subject/26346327/
True,我们的世界 / 우리들/ 女孩青春纪事(台) / 我们,https://movie.douban.com/subject/26616436/
True,超级马力欧兄弟大电影 / The Super Mario Bros. Movie/ 超级马里奥兄弟 / 超级玛利欧兄弟电影版(台),https://movie.douban.com/subject/27199894/
True,龙与地下城：侠盗荣耀 / Dungeons & Dragons: Honor Among Thieves/ 龙与地下城：盗贼荣耀(台) / 龙与地下城：盗亦有道(港),https://movie.douban.com/subject/26584673/
True,独角兽战争 / Unicorn Wars/ 熊霸天下(台),https://movie.douban.com/subject/35109889/
True,勇敢传说 / Brave/ 勇敢传说之幻险森林(港) / 勇敢,https://movie.douban.com/subject/3036473/
True,小熊维尼：寻找克里斯多夫罗宾 / Pooh's Grand Adventure: The Search for Christopher Robin/ 小熊维尼:寻找克里斯多夫罗宾,https://movie.douban.com/subject/1300694/
True,小黄人大眼萌 / Minions/ 小黄人 / 迷你兵团(港),https://movie.douban.com/subject/11624706/
True,小黄人大眼萌：神偷奶爸前传 / Minions: The Rise of Gru/ 小黄人大眼萌2：格鲁的崛起 / 小黄人2：格鲁的崛起,https://movie.douban.com/subject/26642033/
True,小妈妈 / Petite maman/ 童心奇缘 / 亲爱的童伴(台),https://movie.douban.com/subject/35225859/
True,"亲爱的爱丽丝 / Alice, Darling",https://movie.douban.com/subject/35522142/
True,战栗黑洞 / In the Mouth of Madness/ 完全魔鬼手册 / 落入虎口,https://movie.douban.com/subject/1303460/
True,小说家的电影 / 소설가의 영화/ 女作家的电影(港) / 小说家电影(台),https://movie.douban.com/subject/35743103/
True,那年夏天，宁静的海 / あの夏、いちばん静かな海。/ 那年夏天最宁静的海 / 夏日，在寂静的海边,https://movie.douban.com/subject/1295815/
True,夺命凶灵 / Scanners/ 扫描者大决斗 / Telepathy 2000,https://movie.douban.com/subject/1302481/
True,大象 / Elephant/ 大象,https://movie.douban.com/subject/1292272/
True,时时刻刻 / The Hours/ 此时·此刻(港) / 小说人生,https://movie.douban.com/subject/1305666/
True,爱的甘露 / Desert Hearts/ 爱的甘露,https://movie.douban.com/subject/1306457/
True,安娜的旅程 / Les Rendez-vous d'Anna/ The Meetings of Anna / 安娜的旅程,https://movie.douban.com/subject/1768481/
True,这里是亚美子 / こちらあみ子/ Amiko / 呼叫爱美子(台),https://movie.douban.com/subject/35402728/
True,喀布尔的燕子 / Les hirondelles de Kaboul/ The Swallows of Kabul,https://movie.douban.com/subject/33417965/
True,油炸绿番茄 / Fried Green Tomatoes/ 笑傲同行 / 油炸绿番茄,https://movie.douban.com/subject/1293861/
True,"花田喜事 / 花田囍事/ 悲喜姻缘 / All's Well End's Well, Too",https://movie.douban.com/subject/1416728/
True,魔法满屋 / Encanto/ 奇幻魔法屋(港) / 音乐的魔法,https://movie.douban.com/subject/35134724/
True,塔楼上 / 탑/ 上楼 / Walk Up,https://movie.douban.com/subject/36015057/
True,正义回廊 / 正義迴廊/ The Cloister of Justice / The Sparring Partner,https://movie.douban.com/subject/35311878/
True,猎食者：日本流行音乐的秘密丑闻 / Predator: The Secret Scandal of J-Pop/ J-POPの捕食者 秘められたスキャンダル,https://movie.douban.com/subject/36287457/
True,偶然与想象 / 偶然と想像/ 偶然与想象之轮(港) / 命运与幻想之轮,https://movie.douban.com/subject/35360296/
True,五恶魔 / Les Cinq Diables/ 五个恶魔 / The Five Devils,https://movie.douban.com/subject/34986397/
True,无边泳池 / Infinity Pool/ 永池,https://movie.douban.com/subject/35320940/
True,不可撤销 / Irréversible/ 无可挽回(港) / 不可逆转(台),https://movie.douban.com/subject/1296935/
True,国家宝藏 / National Treasure/ 惊天夺宝(港) / 国家财宝,https://movie.douban.com/subject/1308848/
True,异教徒 / The Wicker Man/ 柳条人 / Anthony Shaffer's The Wicker Man,https://movie.douban.com/subject/1305611/
True,穿靴子的猫2 / Puss in Boots: The Last Wish/ 无敌猫剑侠2 / 鞋猫剑客2(台),https://movie.douban.com/subject/25868125/
True,M就是凶手 / M - Eine Stadt sucht einen Mörder/ 可诅咒的人 / 凶手就在我们中间,https://movie.douban.com/subject/1293381/
True,花与爱丽丝杀人事件 / 花とアリス殺人事件/ The Case of Hana & Alice / Hana to Alice Satsujin Jiken,https://movie.douban.com/subject/26147706/
True,pop子和pipi美的日常 第二季 / ポプテピピック TVアニメーション作品第二シリーズ/ pop子和pipi美的日常 电视动画第二季 / Pop Team Epic,https://movie.douban.com/subject/35712986/
True,晒后假日 / Aftersun/ 日丽(台) / 日丽追忆(港),https://movie.douban.com/subject/35876302/
True,温蒂和露西 / Wendy and Lucy/ 生活本来的样子 / 温蒂和露茜,https://movie.douban.com/subject/3047754/
True,我心深处 / Interiors/ 内心深处 / 内心世界,https://movie.douban.com/subject/1294745/
True,处刑人 / The Boondock Saints/ 另类圣徒 / 义行者,https://movie.douban.com/subject/1469049/
True,绝美之城 / La grande bellezza/ 罗马浮世绘(港) / 伟大之美,https://movie.douban.com/subject/10760030/
True,潇洒有情天 / Boys on the Side/ 咖啡、茶&TEQUILA / 至爱女人心,https://movie.douban.com/subject/1292510/
True,可爱的你 / 五個小孩的校長/ 五个小孩的校长 / 5个小孩的校长,https://movie.douban.com/subject/25870236/
True,唯神能恕 / Only God Forgives/ 罪无赦(港) / 罪无可赦(台),https://movie.douban.com/subject/5156137/
True,恐怖直播 / 더 테러 라이브/ 死亡“动”新闻(港) / 恐怖攻击直播(台),https://movie.douban.com/subject/21360417/
True,金色池塘 / On Golden Pond/ 金池塘 / La maison du lac,https://movie.douban.com/subject/1293767/
True,非常突然/ 重案组之非常任务 / Expect The Unexpected,https://movie.douban.com/subject/1299782/
True,伊丽莎白镇 / Elizabethtown/ 下一站...伊莉莎伯镇(港) / 伊莉莎白镇,https://movie.douban.com/subject/1419933/
True,疯狂动物城 / Zootopia/ 优兽大都会(港) / 动物方城市(台),https://movie.douban.com/subject/25662329/
True,呖咕呖咕新年财 / 嚦咕嚦咕新年財/ Fat Choi Spirit / Lik goo lik goo san nin choi,https://movie.douban.com/subject/1306133/
True,穿越大吉岭 / The Darjeeling Limited/ 大吉利是有限公司(港) / 大吉岭有限公司(台),https://movie.douban.com/subject/1968438/
True,利刃出鞘2 / Glass Onion: A Knives Out Mystery/ 利刃出鞘2：抽丝剥茧 / 玻璃洋葱：利刃出鞘疑案,https://movie.douban.com/subject/34939037/
True,真心英雄 / 眞心英雄/ A Hero Never Dies,https://movie.douban.com/subject/1293202/
True,堤 / La jetée/ 停机坪 / 堤坝,https://movie.douban.com/subject/1306626/
True,柔道龙虎榜 / 柔道龍虎榜/ Throw Down,https://movie.douban.com/subject/1308796/
True,阳光清洗 / Sunshine Cleaning/ 阳光净化公司 / 特别清扫服务,https://movie.douban.com/subject/2230905/
True,反基督者 / L'anticristo/ The Antichrist / 着鬼迷,https://movie.douban.com/subject/1994996/
True,女巫布莱尔 / The Blair Witch Project/ 死亡习作(港) / 厄夜丛林(台),https://movie.douban.com/subject/1295831/
True,碟中谍5：神秘国度 / Mission: Impossible - Rogue Nation/ 碟中谍5 / 职业特工队：叛逆帝国(港),https://movie.douban.com/subject/10727641/
True,月色撩人 / Moonstruck/ 发晕(台) / 月满抱佳人,https://movie.douban.com/subject/1292869/
True,漂亮女人 / Pretty Woman/ 风月俏佳人(港) / 麻雀变凤凰(台),https://movie.douban.com/subject/1293825/
True,红猪 / 紅の豚/ 飞天红猪侠(港) / Porco Rosso,https://movie.douban.com/subject/1291838/
True,母亲的城堡 / Le château de ma mère/ 再渡艳阳天 / 告别艳阳天,https://movie.douban.com/subject/1298250/
True,疯狂约会美丽都 / Les triplettes de Belleville/ 佳丽村三姊妹(港) / 佳丽村三姐妹(台),https://movie.douban.com/subject/1291565/
True,美食总动员 / Ratatouille/ 料理鼠王(台) / 五星级大鼠(港),https://movie.douban.com/subject/1793491/
True,记忆中的玛妮 / 思い出のマーニー/ 回忆中的玛妮(台) / Omoide no Marnie,https://movie.douban.com/subject/25790555/
True,北欧人 / The Northman/ 北方人(台) / 北族人(港),https://movie.douban.com/subject/34861178/
True,碟中谍4 / Mission: Impossible - Ghost Protocol/ 职业特工队：鬼影约章(港) / 不可能的任务：鬼影行动(台),https://movie.douban.com/subject/3068206/
True,碟中谍3 / Mission: Impossible III/ 职业特工队3(港) / 不可能的任务3(台),https://movie.douban.com/subject/1401533/
True,碟中谍2 / Mission: Impossible II/ 职业特工队2(港) / 不可能的任务2(台),https://movie.douban.com/subject/1298525/
True,碟中谍 / Mission: Impossible/ 职业特工队(港) / 不可能的任务(台),https://movie.douban.com/subject/1292484/
True,美味奇缘 / Délicieux/ Delicious,https://movie.douban.com/subject/34954371/
True,王牌对王牌 / The Negotiator/ 冇数讲(港) / 谈判专家,https://movie.douban.com/subject/1293434/
True,新扎师妹2 / 新紮師妹2/ 新扎师妹2美丽任务 / Love Undercover 2: Love Mission,https://movie.douban.com/subject/1308232/
True,极限职业 / 극한직업/ 炸鸡特攻队(港) / 鸡不可失(台),https://movie.douban.com/subject/27597250/
True,险恶 / Sinister/ 邪灵(港) / 凶兆(台),https://movie.douban.com/subject/6875615/
True,新蝙蝠侠 / The Batman/ 蝙蝠侠(港/台) / 重启版蝙蝠侠,https://movie.douban.com/subject/6424756/
True,摩登时代 / Modern Times/ The Masses / Les Temps modernes,https://movie.douban.com/subject/1294371/
True,极速风流 / Rush/ 一级双雄(港) / 决战终点线(台),https://movie.douban.com/subject/6803494/
True,汉江怪物 / 괴물/ 韩流怪吓(港) / 骇人怪物(台),https://movie.douban.com/subject/1763134/
True,斯宾塞 / Spencer/ 戴妃 / 斯潘塞,https://movie.douban.com/subject/35101435/
True,阴风阵阵 / Suspiria/ 坐立不安(台) / 阴风阵阵,https://movie.douban.com/subject/1296332/
True,盗梦空间 / Inception/ 潜行凶间(港) / 全面启动(台),https://movie.douban.com/subject/3541415/
True,玩乐时间 / Play Time/ 嬉戏时间(港) / 游戏时间(台),https://movie.douban.com/subject/1303543/
True,刺客聂隐娘/ 聂隐娘 / The Assassin,https://movie.douban.com/subject/2303845/
True,西线无战事 / Im Westen nichts Neues/ 新西线无战事 / All Quiet on the Western Front,https://movie.douban.com/subject/3042261/
True,几近成名 / Almost Famous/ 成名在望(台) / 不日成名(港),https://movie.douban.com/subject/1292352/
True,雪国列车 / 설국열차/ 末世列车(港) / 末日列车(台),https://movie.douban.com/subject/3071441/
True,少年派的奇幻漂流 / Life of Pi/ 少年Pi的奇幻漂流 / 漂流少年Pi,https://movie.douban.com/subject/1929463/
True,血与黑蕾丝 / Sei donne per l'assassino/ 血腥与黑丝绒 / Blood and Black Lace,https://movie.douban.com/subject/1295220/
True,X/ 恐怖X档案(台),https://movie.douban.com/subject/35240920/
True,珀尔 / Pearl/ “X”前传电影 / 欲珠,https://movie.douban.com/subject/35801819/
True,后天 / The Day After Tomorrow/ 明日之后(港) / 明日过后(台),https://movie.douban.com/subject/1308779/
True,子弹列车 / Bullet Train/ 杀手疾风号 / 杀手列车(港),https://movie.douban.com/subject/35118954/
True,壮志凌云2：独行侠 / Top Gun: Maverick/ 捍卫战士：独行侠(台) / 壮志凌云独行侠,https://movie.douban.com/subject/6893932/
True,红衣女王的7次杀戮 / La dama rossa uccide sette volte/ Red Queen Kills 7 Times,https://movie.douban.com/subject/2136844/
True,活埋 / Buried/ 埋葬,https://movie.douban.com/subject/3819877/
True,黑暗中的音符 / Sette note in nero/ Murder to the Tune of the Seven Black Notes / Seven Notes in Black,https://movie.douban.com/subject/2136831/
True,爱您爱到杀死您/ 爱你爱到杀死你 / Killing Me Tenderly,https://movie.douban.com/subject/1302607/
True,寻梦环游记 / Coco/ 玩转极乐园(港) / 可可夜总会(台),https://movie.douban.com/subject/20495023/
True,国产凌凌漆 / 國產凌凌漆/ 凌凌漆大战金枪客 / 国产零零漆,https://movie.douban.com/subject/1307739/
True,叶问 / 葉問/ 一代宗师·叶问 / Yip Man,https://movie.douban.com/subject/3041806/
True,剑雨/ 剑雨江湖 / Reign of Assassins,https://movie.douban.com/subject/3813779/
True,得闲炒饭 / 得閒炒飯/ 上上下下 / All about Love,https://movie.douban.com/subject/4145476/
True,"家庭罗曼史有限公司 / Family Romance, LLC.",https://movie.douban.com/subject/33418492/
True,坠落 / Fall/ 跌落 / 下坠,https://movie.douban.com/subject/35700395/
True,角斗士 / Gladiator/ 帝国骄雄(港) / 神鬼战士(台),https://movie.douban.com/subject/1293530/
True,惊变 / 驚變/ 情网 / All of a Sudden,https://movie.douban.com/subject/1299072/
True,爆裂刑警/ Bullets Over Summer,https://movie.douban.com/subject/1304837/
True,拆弹专家2/ Shock Wave 2,https://movie.douban.com/subject/30171424/
True,拆弹专家/ 拆弹·专家 / Shock Wave,https://movie.douban.com/subject/26748673/
True,整蛊专家 / 整蠱專家/ 求爱总动员 / 整人专家,https://movie.douban.com/subject/1299680/
True,灰影人 / The Gray Man/ 灰色人 / 灰人,https://movie.douban.com/subject/7051806/
True,百变星君 / 百變星君/ 百变金刚 / Sixty Million Dollar Man,https://movie.douban.com/subject/1300498/
True,怒火·重案 / 怒火/ 怒火重案 / 怒火战,https://movie.douban.com/subject/30174085/
True,掮客 / 브로커/ 代理人 / 孩子转运站(港),https://movie.douban.com/subject/35192111/
True,"家有喜事 / 家有囍事/ All's Well, Ends Well / Family Happiness",https://movie.douban.com/subject/1300064/
True,千王之王2000/ The Tricky Master,https://movie.douban.com/subject/1304677/
True,"你好，李焕英/ Hi, Mom / こんにちは、私のお母さん",https://movie.douban.com/subject/34841067/
True,神探/ Mad Detective,https://movie.douban.com/subject/2027938/
True,星之彩 / Color Out of Space/ 时空之外的颜色 / 异星之彩,https://movie.douban.com/subject/30307197/
True,青蛇/ Green Snake,https://movie.douban.com/subject/1303394/
True,男人 / Men/ 们(台) / 男人,https://movie.douban.com/subject/35341588/
True,赌神 / 賭神/ God of Gamblers,https://movie.douban.com/subject/1300883/
True,克莱尔的相机 / 클레어의 카메라/ 嘉儿的照相机(港) / 克莱儿的相机(台),https://movie.douban.com/subject/26791627/
True,攻壳机动队 / Ghost in the Shell/ 攻壳机动队真人版,https://movie.douban.com/subject/25818101/
True,金装大酒店 / 金裝大酒店/ Carry On Hotel,https://movie.douban.com/subject/1303130/
True,同居蜜友/ Fighting for Love,https://movie.douban.com/subject/1297787/
True,导火线 / 導火綫/ 破军 / Flash Point,https://movie.douban.com/subject/2044102/
True,暗花/ 暗花之杀人条件 / 非战攻略,https://movie.douban.com/subject/1292450/
True,汉纳·盖茨比告别秀：娜娜 / Hannah Gadsby: Nanette/ 汉纳·加斯比：娜娜 / 汉纳·加斯比：娜奈特,https://movie.douban.com/subject/30253080/
True,火柴人 / Matchstick Men/ 种计(港) / 火柴男人,https://movie.douban.com/subject/1307542/
True,喜剧之王 / 喜劇之王/ King of Comedy,https://movie.douban.com/subject/1302425/
True,谤法：在此矣 / 방법: 재차의/ 咒术尸战(港/台) / The Cursed,https://movie.douban.com/subject/35145064/
True,黄金神威 第三季 / ゴールデンカムイ 3期/ Golden Kamuy Season 3,https://movie.douban.com/subject/34456150/
True,黄金神威 第二季 / ゴールデンカムイ 2期/ Golden Kamuy,https://movie.douban.com/subject/30257538/
True,黄金神威 / ゴールデンカムイ/ Golden Kamuy,https://movie.douban.com/subject/27102516/
True,不要抬头 / Don't Look Up/ 千万别抬头 / 别往天上看,https://movie.douban.com/subject/34884712/
True,网络炼狱：揭发N号房 / 사이버 지옥: n번방을 무너뜨려라/ 网路炼狱：揭发N号房(台) / 网络地狱：N号房现形记,https://movie.douban.com/subject/35874097/
True,茶杯头大冒险 第一季 / The Cuphead Show! Season 1/ 茶杯头(动画版),https://movie.douban.com/subject/34461021/
True,枪火 / 鎗火/ The Mission,https://movie.douban.com/subject/1300741/
True,树大招风 / 樹大招風/ Trivisa,https://movie.douban.com/subject/26265170/
True,招魂 / The Conjuring/ 诡屋惊凶实录(港) / 厉阴宅(台),https://movie.douban.com/subject/3804629/
True,"救姜刑警 / 救薑刑警/ Clean My Name, Mr. Coroner!",https://movie.douban.com/subject/1302458/
True,杰伊·比姆 / Jai Bhim/ 万岁毕姆 / 斗争万岁,https://movie.douban.com/subject/35652715/
True,鹿鼎记2：神龙教 / 鹿鼎記II 神龍教/ 鹿鼎记II：神龙教 / Royal Tramp II,https://movie.douban.com/subject/1306951/
True,追龙 / 追龍/ 卧虎2 / 跛豪,https://movie.douban.com/subject/26425068/
True,镜子 / Зеркало/ 写真 / Zerkalo,https://movie.douban.com/subject/1299248/
True,狗咬狗/ 猎鹰出击 / Dog Bite Dog,https://movie.douban.com/subject/1853160/
